id,nama,email,tanggal_lahir,bulan_lahir,total_belanja,kota
11179,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,1995-12-16,12,22872820,Kobe
11180,Lisanna Strauss,lisanna.strauss@gmail.com,1999-03-28,3,7414668,Hakone
11181,Ushiromiya Eva,ushiromiya.eva@gmail.com,2004-03-16,3,14107082,Yokohama
11182,Oumae Kumiko,oumae.kumiko@gmail.com,1986-07-12,7,21279479,Ikebukuro
11183,Mirajane Strauss,mirajane.strauss@gmail.com,1991-10-05,10,20311448,Hakone
11184,Gajeel Redfox,gajeel.redfox@gmail.com,1987-06-27,6,7014398,Osaka
11185,Kuroba Kaito,kuroba.kaito@gmail.com,1998-08-24,8,16383480,Sendai
11186,Sting Eucliffe,sting.eucliffe@gmail.com,2000-04-01,4,23538564,Sendai
11187,Bertolt Hoover,bertolt.hoover@gmail.com,1997-11-23,11,19650205,Rokkenjima
11188,Goto Hazuki,goto.hazuki@gmail.com,1987-12-25,12,21014736,Kobe
11189,Tanaka Asuka,tanaka.asuka@gmail.com,1995-03-07,3,38307846,Ikebukuro
11190,Akai Shuichi,akai.shuichi@gmail.com,2007-03-10,3,13509434,Kobe
11191,Historia Reiss,historia.reiss@gmail.com,1994-04-19,4,30010826,Rokkenjima
11192,Ronove,ronove@gmail.com,2008-07-06,7,21214172,Sendai
11193,Makise Kurisu,makise.kurisu@gmail.com,2002-10-08,10,48338063,Osaka
11194,Sera Masumi,sera.masumi@gmail.com,1981-03-04,3,37488144,Akihabara
11195,Levi Ackerman,levi.ackerman@gmail.com,1993-12-28,12,27097905,Shibuya
11196,Hirasawa Yui,hirasawa.yui@gmail.com,2005-11-08,11,43805373,Shinjuku
11197,Sato Miwako,sato.miwako@gmail.com,1994-05-18,5,43948091,Ikebukuro
11198,Sato Miwako,sato.miwako@gmail.com,2009-03-26,3,20882950,Kyoto
11199,Miyano Shiho,miyano.shiho@gmail.com,1994-09-10,9,13576715,Sendai
11200,Gaap,gaap@gmail.com,2008-05-24,5,21040857,Yokohama
11201,Akai Shuichi,akai.shuichi@gmail.com,1999-05-08,5,36543321,Beika
11202,Amuro Tooru,amuro.tooru@gmail.com,1984-12-17,12,34411879,Shinjuku
11203,Kawashima Sapphire,kawashima.sapphire@gmail.com,1982-09-21,9,21830153,Osaka
11204,Oumae Kumiko,oumae.kumiko@gmail.com,1999-05-25,5,8003096,Yokohama
11205,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,1984-04-11,4,14741985,Nagoya
11206,Hirasawa Yui,hirasawa.yui@gmail.com,2005-01-10,1,13119071,Tokyo
11207,Urushibara Ruka,urushibara.ruka@gmail.com,1984-02-27,2,29691151,Fukuoka
11208,Edogawa Conan,edogawa.conan@gmail.com,1998-02-10,2,41367005,Fukuoka
11209,Hashida Itaru,hashida.itaru@gmail.com,2002-08-12,8,26751842,Uji
11210,Takagi Wataru,takagi.wataru@gmail.com,2005-01-16,1,25570525,Fukuoka
11211,Wendy Marvell,wendy.marvell@gmail.com,2007-06-15,6,436341,Kyoto
11212,Elfman Strauss,elfman.strauss@gmail.com,2007-04-08,4,14363888,Hakone
11213,Hijiri Kanade,hijiri.kanade@gmail.com,2009-07-18,7,22781227,Beika
11214,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,2009-04-27,4,26123043,Fukuoka
11215,Lucy Heartfilia,lucy.heartfilia@gmail.com,1995-05-13,5,45738894,Shinjuku
11216,Sasha Blouse,sasha.blouse@gmail.com,1993-04-27,4,42181459,Yokohama
11217,Yamamura Misao,yamamura.misao@gmail.com,1994-01-13,1,32018798,Magnolia
11218,Takagi Wataru,takagi.wataru@gmail.com,2004-04-19,4,1920897,Uji
11219,Sera Masumi,sera.masumi@gmail.com,1983-01-21,1,47848363,Akihabara
11220,Ushiromiya Eva,ushiromiya.eva@gmail.com,1998-02-09,2,2293795,Uji
11221,Erza Scarlet,erza.scarlet@gmail.com,1996-08-17,8,13554632,Sendai
11222,Kasashima Nozomi,kasashima.nozomi@gmail.com,1984-03-07,3,22236956,Magnolia
11223,Kisaki Eri,kisaki.eri@gmail.com,1982-11-05,11,44368226,Ikebukuro
11224,Virgilia,virgilia@gmail.com,2008-02-04,2,19964000,Hakone
11225,Kiryuu Moeka,kiryuu.moeka@gmail.com,1996-09-05,9,48583514,Sapporo
11226,Kiryuu Moeka,kiryuu.moeka@gmail.com,1981-09-02,9,25399384,Magnolia
11227,Jean Kirstein,jean.kirstein@gmail.com,1987-09-28,9,493491,Shibuya
11228,Bertolt Hoover,bertolt.hoover@gmail.com,1981-05-16,5,32017448,Hakone
11229,Urushibara Ruka,urushibara.ruka@gmail.com,1980-02-06,2,46470523,Nagoya
11230,Igneel Dragneel,igneel.dragneel@gmail.com,2000-02-26,2,628629,Akihabara
11231,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,2006-12-07,12,36056181,Sapporo
11232,Juvia Lockser,juvia.lockser@gmail.com,1994-03-08,3,15964991,Tokyo
11233,Kawashima Sapphire,kawashima.sapphire@gmail.com,1983-11-13,11,48911788,Tokyo
11234,Hijiri Kanade,hijiri.kanade@gmail.com,1995-09-17,9,9466066,Hakone
11235,Juvia Lockser,juvia.lockser@gmail.com,2009-12-13,12,25565783,Uji
11236,Hashida Itaru,hashida.itaru@gmail.com,1981-05-13,5,30802225,Ikebukuro
11237,Annie Leonhart,annie.leonhart@gmail.com,1998-12-13,12,38138855,Rokkenjima
11238,Hange Zoe,hange.zoe@gmail.com,2003-02-06,2,3565338,Sendai
11239,Takagi Wataru,takagi.wataru@gmail.com,1990-04-10,4,46123829,Yokohama
11240,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2008-11-27,11,19072492,Uji
11241,Toyama Kazuha,toyama.kazuha@gmail.com,2004-11-21,11,29796699,Kobe
11242,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,1998-04-16,4,4871814,Kobe
11243,Lisanna Strauss,lisanna.strauss@gmail.com,1985-12-14,12,33260703,Sapporo
11244,Kenny Ackerman,kenny.ackerman@gmail.com,1992-06-11,6,21374876,Uji
11245,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1991-05-06,5,1861336,Osaka
11246,Yamamura Misao,yamamura.misao@gmail.com,1990-10-08,10,9502072,Rokkenjima
11247,Shiina Mayuri,shiina.mayuri@gmail.com,2004-01-15,1,13700910,Sapporo
11248,Oumae Kumiko,oumae.kumiko@gmail.com,2004-05-26,5,23509649,Shibuya
11249,Gray Fullbuster,gray.fullbuster@gmail.com,2006-05-18,5,32957612,Magnolia
11250,Lisanna Strauss,lisanna.strauss@gmail.com,2001-01-09,1,37749070,Magnolia
11251,Urushibara Ruka,urushibara.ruka@gmail.com,1989-12-24,12,10802596,Akihabara
11252,Edogawa Conan,edogawa.conan@gmail.com,1995-06-20,6,46608330,Rokkenjima
11253,Kuroba Kaito,kuroba.kaito@gmail.com,2002-10-23,10,11157670,Hakone
11254,Levi Ackerman,levi.ackerman@gmail.com,1983-10-18,10,26336080,Kyoto
11255,Farah Nae,farah.nae@gmail.com,1986-06-26,6,3716568,Nagoya
11256,Jellal Fernandes,jellal.fernandes@gmail.com,1999-05-01,5,30154998,Magnolia
11257,Layla Heartfilia,layla.heartfilia@gmail.com,2004-09-07,9,43564545,Kyoto
11258,Kasashima Nozomi,kasashima.nozomi@gmail.com,1998-09-21,9,42643987,Nagoya
11259,Reiner Braun,reiner.braun@gmail.com,2005-04-22,4,35310171,Tokyo
11260,Jean Kirstein,jean.kirstein@gmail.com,2002-09-08,9,49709017,Yokohama
11261,Hirasawa Yui,hirasawa.yui@gmail.com,1985-02-16,2,9797968,Magnolia
11262,Okabe Rintarou,okabe.rintarou@gmail.com,1992-12-25,12,22366576,Shinjuku
11263,Tanaka Asuka,tanaka.asuka@gmail.com,2000-04-15,4,9989449,Osaka
11264,Chiba Kazunobu,chiba.kazunobu@gmail.com,1995-09-10,9,40451540,Osaka
11265,Jean Kirstein,jean.kirstein@gmail.com,1985-01-06,1,35079907,Sendai
11266,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2000-05-24,5,723611,Kyoto
11267,Layla Heartfilia,layla.heartfilia@gmail.com,1996-03-08,3,824479,Rokkenjima
11268,Layla Heartfilia,layla.heartfilia@gmail.com,1982-07-22,7,9450745,Uji
11269,Armin Arlert,armin.arlert@gmail.com,1980-05-10,5,32241322,Osaka
11270,Tainaka Ritsu,tainaka.ritsu@gmail.com,2004-02-24,2,22074843,Uji
11271,Kawashima Sapphire,kawashima.sapphire@gmail.com,1998-11-13,11,34399937,Beika
11272,Levi Ackerman,levi.ackerman@gmail.com,1988-10-07,10,10144187,Osaka
11273,Juvia Lockser,juvia.lockser@gmail.com,1984-03-22,3,3570499,Fukuoka
11274,Eren Yeager,eren.yeager@gmail.com,1982-12-18,12,30999944,Ikebukuro
11275,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1983-11-15,11,6912426,Kobe
11276,Hirasawa Yui,hirasawa.yui@gmail.com,1994-05-08,5,18371035,Kobe
11277,Hijiri Kanade,hijiri.kanade@gmail.com,1991-10-13,10,14010761,Yokohama
11278,Rogue Oro,rogue.oro@gmail.com,2008-03-25,3,28262040,Magnolia
11279,Hakuba Saguru,hakuba.saguru@gmail.com,1989-05-10,5,39013070,Beika
11280,Connie Springer,connie.springer@gmail.com,1982-07-21,7,25403256,Magnolia
11281,Armin Arlert,armin.arlert@gmail.com,2005-07-28,7,47487172,Magnolia
11282,Manabe Nodoka,manabe.nodoka@gmail.com,2008-01-06,1,37921695,Yokohama
11283,Sato Miwako,sato.miwako@gmail.com,1997-03-16,3,33351630,Kyoto
11284,Ronove,ronove@gmail.com,2000-10-23,10,37607307,Akihabara
11285,Toyama Kazuha,toyama.kazuha@gmail.com,1996-02-10,2,4662136,Yokohama
11286,Ronove,ronove@gmail.com,1990-04-23,4,45045969,Uji
11287,Sera Masumi,sera.masumi@gmail.com,1986-07-08,7,46399213,Akihabara
11288,Wendy Marvell,wendy.marvell@gmail.com,2001-10-19,10,12355984,Uji
11289,Oumae Kumiko,oumae.kumiko@gmail.com,1982-06-24,6,31754529,Sendai
11290,Ushiromiya Eva,ushiromiya.eva@gmail.com,2001-08-09,8,2958653,Sendai
11291,Kenny Ackerman,kenny.ackerman@gmail.com,2006-07-22,7,9521085,Kobe
11292,Kato Yuko,kato.yuko@gmail.com,1993-04-16,4,13295625,Osaka
11293,Mouri Ran,mouri.ran@gmail.com,1988-07-04,7,27905329,Hakone
11294,Kousaka Reina,kousaka.reina@gmail.com,1980-03-28,3,9657178,Shibuya
11295,Chiba Kazunobu,chiba.kazunobu@gmail.com,1995-09-24,9,25819309,Hakone
11296,Mouri Ran,mouri.ran@gmail.com,2006-11-09,11,24209007,Tokyo
11297,Yokomizo Jugo,yokomizo.jugo@gmail.com,1991-06-17,6,39325014,Ikebukuro
11298,Rogue Oro,rogue.oro@gmail.com,1984-06-20,6,41611627,Rokkenjima
11299,Saito Sumire,saito.sumire@gmail.com,1983-12-18,12,10935332,Sapporo
11300,Ushiromiya Maria,ushiromiya.maria@gmail.com,1997-05-10,5,43785930,Rokkenjima
11301,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,2008-03-12,3,15263912,Beika
11302,Hijiri Kanade,hijiri.kanade@gmail.com,2009-02-16,2,41362502,Uji
11303,Yokomizo Jugo,yokomizo.jugo@gmail.com,2009-08-04,8,8443267,Tokyo
11304,Erwin Smith,erwin.smith@gmail.com,1996-03-28,3,25523,Uji
11305,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,1986-07-21,7,168229,Magnolia
11306,Kousaka Reina,kousaka.reina@gmail.com,1989-03-25,3,3341717,Yokohama
11307,Virgilia,virgilia@gmail.com,1994-03-25,3,11411702,Sapporo
11308,Wendy Marvell,wendy.marvell@gmail.com,1988-06-10,6,2109011,Rokkenjima
11309,Lisanna Strauss,lisanna.strauss@gmail.com,1992-01-12,1,7115955,Beika
11310,Ushiromiya Maria,ushiromiya.maria@gmail.com,1981-12-21,12,13921275,Hakone
11311,Takagi Wataru,takagi.wataru@gmail.com,1996-12-05,12,35516886,Rokkenjima
11312,Gajeel Redfox,gajeel.redfox@gmail.com,2003-05-21,5,48794552,Akihabara
11313,Makise Kurisu,makise.kurisu@gmail.com,2002-08-02,8,38097450,Osaka
11314,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2005-01-06,1,6776458,Shinjuku
11315,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2002-10-02,10,28347885,Kyoto
11316,Gajeel Redfox,gajeel.redfox@gmail.com,1982-11-03,11,17045932,Osaka
11317,Kousaka Reina,kousaka.reina@gmail.com,2001-02-05,2,20685273,Nagoya
11318,Akiyama Mio,akiyama.mio@gmail.com,1985-07-25,7,41582030,Yokohama
11319,Ushiromiya Ange,ushiromiya.ange@gmail.com,2000-05-16,5,23155384,Rokkenjima
11320,Gaap,gaap@gmail.com,2000-03-19,3,37636779,Shibuya
11321,Ushiromiya Maria,ushiromiya.maria@gmail.com,1990-09-24,9,33838219,Rokkenjima
11322,Gaap,gaap@gmail.com,2008-04-05,4,27534801,Hakone
11323,Oumae Kumiko,oumae.kumiko@gmail.com,1987-10-09,10,19888283,Sapporo
11324,Jellal Fernandes,jellal.fernandes@gmail.com,1980-02-11,2,6984871,Kobe
11325,Kato Yuko,kato.yuko@gmail.com,1993-03-25,3,10223692,Kobe
11326,Ushiromiya Maria,ushiromiya.maria@gmail.com,1992-06-08,6,11713566,Sendai
11327,Kato Yuko,kato.yuko@gmail.com,1983-10-26,10,12853780,Fukuoka
11328,Layla Heartfilia,layla.heartfilia@gmail.com,1994-04-06,4,11191619,Beika
11329,Akai Shuichi,akai.shuichi@gmail.com,2007-09-05,9,4511418,Kobe
11330,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,1990-01-15,1,16401758,Tokyo
11331,Lucy Heartfilia,lucy.heartfilia@gmail.com,1984-05-05,5,44700059,Magnolia
11332,Yokomizo Jugo,yokomizo.jugo@gmail.com,1998-11-15,11,36492984,Sendai
11333,Gray Fullbuster,gray.fullbuster@gmail.com,2004-11-06,11,6765182,Sendai
11334,Hattori Heiji,hattori.heiji@gmail.com,1991-10-04,10,43663639,Sapporo
11335,Kenny Ackerman,kenny.ackerman@gmail.com,1995-09-13,9,9483734,Uji
11336,Yoshii Junna,yoshii.junna@gmail.com,1997-08-26,8,20267802,Osaka
11337,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,2002-12-15,12,19659321,Sapporo
11338,Hashida Itaru,hashida.itaru@gmail.com,1994-05-04,5,3629593,Magnolia
11339,Connie Springer,connie.springer@gmail.com,1995-10-26,10,28100066,Tokyo
11340,Eren Yeager,eren.yeager@gmail.com,1989-08-18,8,37723489,Kobe
11341,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1985-04-21,4,42834683,Fukuoka
11342,Ronove,ronove@gmail.com,2008-10-09,10,9356438,Kobe
11343,Levy McGarden,levy.mcgarden@gmail.com,1991-04-17,4,25249496,Beika
11344,Levy McGarden,levy.mcgarden@gmail.com,1993-08-22,8,27499417,Kyoto
11345,Kiryuu Moeka,kiryuu.moeka@gmail.com,2001-03-18,3,18561367,Osaka
11346,Kisaki Eri,kisaki.eri@gmail.com,1981-08-02,8,48029709,Akihabara
11347,Hirasawa Yui,hirasawa.yui@gmail.com,2000-10-20,10,44888783,Sendai
11348,Wendy Marvell,wendy.marvell@gmail.com,1984-01-10,1,8567906,Akihabara
11349,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1997-11-05,11,9194204,Yokohama
11350,Suzuki Jun,suzuki.jun@gmail.com,1981-03-28,3,9728263,Osaka
11351,Hijiri Kanade,hijiri.kanade@gmail.com,2009-01-12,1,2205490,Hakone
11352,Levi Ackerman,levi.ackerman@gmail.com,1993-03-05,3,39169590,Ikebukuro
11353,Levy McGarden,levy.mcgarden@gmail.com,1982-12-24,12,3035916,Fukuoka
11354,Ushiromiya Eva,ushiromiya.eva@gmail.com,2005-01-05,1,46453873,Sendai
11355,Layla Heartfilia,layla.heartfilia@gmail.com,1992-01-21,1,19009913,Uji
11356,Annie Leonhart,annie.leonhart@gmail.com,1980-04-14,4,5132163,Hakone
11357,Saito Sumire,saito.sumire@gmail.com,1985-01-16,1,35503770,Tokyo
11358,Ushiromiya Maria,ushiromiya.maria@gmail.com,1995-08-03,8,20376039,Rokkenjima
11359,Connie Springer,connie.springer@gmail.com,1980-10-13,10,36100128,Uji
11360,Sera Masumi,sera.masumi@gmail.com,2000-09-18,9,26441273,Kyoto
11361,Bertolt Hoover,bertolt.hoover@gmail.com,1993-01-03,1,8816369,Yokohama
11362,Akiyama Mio,akiyama.mio@gmail.com,2000-10-19,10,25006473,Shinjuku
11363,Rogue Oro,rogue.oro@gmail.com,1992-10-28,10,29391074,Fukuoka
11364,Sera Masumi,sera.masumi@gmail.com,2006-07-04,7,12319774,Sapporo
11365,Akiyama Mio,akiyama.mio@gmail.com,1997-08-03,8,31254071,Hakone
11366,Gajeel Redfox,gajeel.redfox@gmail.com,1992-01-09,1,7655717,Kobe
11367,Akiyama Mio,akiyama.mio@gmail.com,2007-10-20,10,21987468,Tokyo
11368,Nakano Azusa,nakano.azusa@gmail.com,1989-03-23,3,30199220,Yokohama
11369,Juvia Lockser,juvia.lockser@gmail.com,1995-12-17,12,22170581,Shibuya
11370,Kawashima Sapphire,kawashima.sapphire@gmail.com,1982-05-16,5,7600710,Fukuoka
11371,Levy McGarden,levy.mcgarden@gmail.com,1993-02-28,2,44069578,Ikebukuro
11372,Historia Reiss,historia.reiss@gmail.com,1984-07-06,7,29003550,Shinjuku
11373,Saito Sumire,saito.sumire@gmail.com,1995-08-13,8,14130835,Beika
11374,Jean Kirstein,jean.kirstein@gmail.com,2007-03-04,3,28962673,Kobe
11375,Kuroba Kaito,kuroba.kaito@gmail.com,1982-02-09,2,47965514,Magnolia
11376,Saito Sumire,saito.sumire@gmail.com,2003-07-15,7,12192542,Sapporo
11377,Ushiromiya Maria,ushiromiya.maria@gmail.com,1999-10-17,10,28909157,Uji
11378,Kousaka Reina,kousaka.reina@gmail.com,1991-10-07,10,23605073,Beika
11379,Ushiromiya Maria,ushiromiya.maria@gmail.com,1984-01-05,1,48016371,Rokkenjima
11380,Mirajane Strauss,mirajane.strauss@gmail.com,2003-06-04,6,34385120,Beika
11381,Igneel Dragneel,igneel.dragneel@gmail.com,1990-12-15,12,2963814,Hakone
11382,Historia Reiss,historia.reiss@gmail.com,1988-05-25,5,33631288,Tokyo
11383,Natsu Dragneel,natsu.dragneel@gmail.com,1982-01-23,1,12695633,Ikebukuro
11384,Ushiromiya Eva,ushiromiya.eva@gmail.com,2007-09-18,9,1989650,Kobe
11385,Takagi Wataru,takagi.wataru@gmail.com,2008-03-15,3,11802512,Rokkenjima
11386,Amuro Tooru,amuro.tooru@gmail.com,2008-01-28,1,5561865,Shibuya
11387,Ronove,ronove@gmail.com,1998-11-05,11,38705845,Beika
11388,Jellal Fernandes,jellal.fernandes@gmail.com,2008-11-06,11,46530777,Akihabara
11389,Hijiri Kanade,hijiri.kanade@gmail.com,2004-02-20,2,31241544,Tokyo
11390,Nakano Azusa,nakano.azusa@gmail.com,2003-03-04,3,26176952,Rokkenjima
11391,Edogawa Conan,edogawa.conan@gmail.com,1980-06-09,6,49585433,Akihabara
11392,Toyama Kazuha,toyama.kazuha@gmail.com,1982-10-05,10,35727186,Tokyo
11393,Kato Yuko,kato.yuko@gmail.com,2001-06-21,6,8156183,Magnolia
11394,Yamamura Misao,yamamura.misao@gmail.com,1994-05-12,5,23598384,Yokohama
11395,Oumae Kumiko,oumae.kumiko@gmail.com,1987-05-11,5,10726389,Hakone
11396,Hattori Heiji,hattori.heiji@gmail.com,1994-07-17,7,39767362,Akihabara
11397,Tanaka Asuka,tanaka.asuka@gmail.com,2008-03-07,3,13195894,Uji
11398,Goto Hazuki,goto.hazuki@gmail.com,1999-07-18,7,3133238,Kyoto
11399,Ronove,ronove@gmail.com,2006-04-08,4,42923780,Osaka
11400,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1994-05-27,5,34346630,Magnolia
11401,Haibara Ai,haibara.ai@gmail.com,1985-05-07,5,5229848,Nagoya
11402,Historia Reiss,historia.reiss@gmail.com,2004-11-12,11,13440932,Rokkenjima
11403,Jean Kirstein,jean.kirstein@gmail.com,1988-04-11,4,18702544,Osaka
11404,Yokomizo Jugo,yokomizo.jugo@gmail.com,1981-10-10,10,23532799,Shinjuku
11405,Eren Yeager,eren.yeager@gmail.com,2005-04-06,4,38032861,Fukuoka
11406,Kenny Ackerman,kenny.ackerman@gmail.com,1997-03-22,3,21288388,Beika
11407,Kenny Ackerman,kenny.ackerman@gmail.com,1988-04-24,4,11744646,Nagoya
11408,Bertolt Hoover,bertolt.hoover@gmail.com,1982-04-26,4,24858501,Akihabara
11409,Hashida Itaru,hashida.itaru@gmail.com,1993-08-25,8,42209483,Uji
11410,Chiba Kazunobu,chiba.kazunobu@gmail.com,1982-09-24,9,746526,Hakone
11411,Zeke Yeager,zeke.yeager@gmail.com,1994-08-14,8,20373655,Yokohama
11412,Hakuba Saguru,hakuba.saguru@gmail.com,2008-01-10,1,18344753,Hakone
11413,Eren Yeager,eren.yeager@gmail.com,1989-09-23,9,49757525,Shinjuku
11414,Elfman Strauss,elfman.strauss@gmail.com,1997-01-03,1,43669701,Nagoya
11415,Armin Arlert,armin.arlert@gmail.com,1996-09-23,9,1239253,Kobe
11416,Farah Nae,farah.nae@gmail.com,1989-02-10,2,46008486,Fukuoka
11417,Amuro Tooru,amuro.tooru@gmail.com,1989-01-15,1,41842177,Akihabara
11418,Hijiri Kanade,hijiri.kanade@gmail.com,1981-06-07,6,45035396,Uji
11419,Akai Shuichi,akai.shuichi@gmail.com,1987-08-01,8,22862016,Sendai
11420,Virgilia,virgilia@gmail.com,2000-02-03,2,15290696,Shibuya
11421,Levy McGarden,levy.mcgarden@gmail.com,1991-08-14,8,42593411,Yokohama
11422,Kousaka Reina,kousaka.reina@gmail.com,2002-03-23,3,3666125,Sapporo
11423,Jean Kirstein,jean.kirstein@gmail.com,2009-07-17,7,32444449,Uji
11424,Ushiromiya Eva,ushiromiya.eva@gmail.com,1995-12-13,12,3009595,Magnolia
11425,Ushiromiya Maria,ushiromiya.maria@gmail.com,2005-08-22,8,17037950,Fukuoka
11426,Miyano Shiho,miyano.shiho@gmail.com,1983-09-11,9,23350718,Fukuoka
11427,Megure Juzo,megure.juzo@gmail.com,1990-06-24,6,43025796,Kobe
11428,Ushiromiya Battler,ushiromiya.battler@gmail.com,1993-10-04,10,23378268,Shinjuku
11429,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1986-11-18,11,13215867,Osaka
11430,Zeke Yeager,zeke.yeager@gmail.com,1997-09-07,9,20014544,Shibuya
11431,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2006-01-22,1,8519915,Rokkenjima
11432,Akai Shuichi,akai.shuichi@gmail.com,1999-02-06,2,31792228,Beika
11433,Kasashima Nozomi,kasashima.nozomi@gmail.com,1996-10-22,10,20699025,Beika
11434,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1997-02-17,2,18712007,Ikebukuro
11435,Mouri Ran,mouri.ran@gmail.com,1997-09-13,9,5277733,Fukuoka
11436,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1983-02-14,2,10519059,Shinjuku
11437,Lucy Heartfilia,lucy.heartfilia@gmail.com,2003-02-28,2,42817871,Ikebukuro
11438,Juvia Lockser,juvia.lockser@gmail.com,2005-05-04,5,9730340,Kyoto
11439,Amane Suzuha,amane.suzuha@gmail.com,1994-01-08,1,27782051,Akihabara
11440,Historia Reiss,historia.reiss@gmail.com,2001-05-05,5,29215378,Magnolia
11441,Edogawa Conan,edogawa.conan@gmail.com,1984-04-23,4,48954920,Ikebukuro
11442,Erza Scarlet,erza.scarlet@gmail.com,1990-01-20,1,22827632,Akihabara
11443,Oumae Kumiko,oumae.kumiko@gmail.com,1993-01-17,1,15787418,Magnolia
11444,Kuroba Kaito,kuroba.kaito@gmail.com,1988-10-04,10,30842832,Ikebukuro
11445,Lisanna Strauss,lisanna.strauss@gmail.com,2001-10-01,10,17168609,Rokkenjima
11446,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2007-04-03,4,9914556,Tokyo
11447,Elfman Strauss,elfman.strauss@gmail.com,1986-07-21,7,18611043,Nagoya
11448,Chiba Kazunobu,chiba.kazunobu@gmail.com,1993-05-12,5,3100553,Uji
11449,Hakuba Saguru,hakuba.saguru@gmail.com,1994-10-12,10,41097568,Sapporo
11450,Kisaki Eri,kisaki.eri@gmail.com,1986-04-03,4,47065650,Kyoto
11451,Sting Eucliffe,sting.eucliffe@gmail.com,1981-08-23,8,40116069,Hakone
11452,Virgilia,virgilia@gmail.com,1988-01-19,1,4109368,Rokkenjima
11453,Takagi Wataru,takagi.wataru@gmail.com,1985-03-17,3,47508964,Sapporo
11454,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1997-07-09,7,12880159,Beika
11455,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,1984-03-07,3,25817621,Beika
11456,Yamamura Misao,yamamura.misao@gmail.com,1980-05-13,5,2442257,Shinjuku
11457,Sting Eucliffe,sting.eucliffe@gmail.com,1992-08-27,8,8353360,Osaka
11458,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2002-05-17,5,25206322,Ikebukuro
11459,Jellal Fernandes,jellal.fernandes@gmail.com,1981-03-19,3,5528764,Sapporo
11460,Sato Miwako,sato.miwako@gmail.com,1995-04-05,4,15400304,Sapporo
11461,Connie Springer,connie.springer@gmail.com,1984-04-06,4,25365743,Yokohama
11462,Sasha Blouse,sasha.blouse@gmail.com,2006-08-11,8,28032890,Fukuoka
11463,Hattori Heiji,hattori.heiji@gmail.com,1988-02-22,2,27242422,Kobe
11464,Zeref Alvarez,zeref.alvarez@gmail.com,1993-04-25,4,37796084,Akihabara
11465,Kenny Ackerman,kenny.ackerman@gmail.com,1990-07-15,7,15921188,Shinjuku
11466,Akiyama Mio,akiyama.mio@gmail.com,2003-04-08,4,43271827,Magnolia
11467,Ushiromiya Eva,ushiromiya.eva@gmail.com,1995-12-17,12,17454645,Osaka
11468,Levy McGarden,levy.mcgarden@gmail.com,1984-06-18,6,6411411,Yokohama
11469,Takagi Wataru,takagi.wataru@gmail.com,1993-03-09,3,6507637,Sendai
11470,Kisaki Eri,kisaki.eri@gmail.com,1985-06-02,6,36506706,Hakone
11471,Hattori Heiji,hattori.heiji@gmail.com,1994-11-03,11,4020526,Hakone
11472,Hashida Itaru,hashida.itaru@gmail.com,1988-02-12,2,16898420,Nagoya
11473,Gray Fullbuster,gray.fullbuster@gmail.com,1993-07-03,7,34617705,Nagoya
11474,Sasha Blouse,sasha.blouse@gmail.com,2000-07-28,7,28448002,Beika
11475,Lucy Heartfilia,lucy.heartfilia@gmail.com,1982-12-10,12,9229011,Yokohama
11476,Okabe Rintarou,okabe.rintarou@gmail.com,2004-01-08,1,27073614,Hakone
11477,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1986-12-17,12,42014915,Sapporo
11478,Jellal Fernandes,jellal.fernandes@gmail.com,1992-02-19,2,32191092,Ikebukuro
11479,Hashida Itaru,hashida.itaru@gmail.com,2005-08-25,8,23637810,Uji
11480,Erwin Smith,erwin.smith@gmail.com,1982-04-01,4,9701124,Kyoto
11481,Mouri Ran,mouri.ran@gmail.com,1988-04-10,4,2015134,Kobe
11482,Hakuba Saguru,hakuba.saguru@gmail.com,1981-11-26,11,30862772,Beika
